Query_number;doc_id;score
19;50831;21.908449172973633
19;5887;19.922836303710938
19;342368;19.899211883544922
19;128749;19.612789154052734
19;7174;18.392961502075195
19;414885;18.318050384521484
19;451744;18.197792053222656
19;61963;18.149606704711914
19;222409;18.144296646118164
19;277203;18.104080200195312
20;446893;13.754904747009277
20;439506;13.196496963500977
20;197720;12.931723594665527
20;116027;12.646568298339844
20;89450;12.506701469421387
20;347649;12.07382583618164
20;242271;11.939075469970703
20;306650;11.848150253295898
20;434669;11.773091316223145
20;362713;11.722569465637207
21;389777;8.934601783752441
21;229100;8.283679008483887
21;250951;8.164422035217285
21;438632;8.143147468566895
21;325730;8.055747985839844
21;218008;7.891824722290039
21;73600;7.849420070648193
21;52407;7.246775150299072
21;49082;6.768754005432129
21;127566;6.735282897949219
22;26765;10.0690336227417
22;278511;9.272337913513184
22;113758;8.371594429016113
22;132077;8.365397453308105
22;139205;8.06709098815918
22;206809;7.711836814880371
22;33323;7.641104698181152
22;257469;7.5552592277526855
22;276065;7.489351272583008
22;163465;7.475370407104492
23;92263;12.789112091064453
23;54983;10.469399452209473
23;163112;10.210916519165039
23;140701;9.34701156616211
23;39061;9.135786056518555
23;332471;9.066665649414062
23;178352;8.490182876586914
23;121616;7.9181671142578125
23;53498;7.9181671142578125
23;64203;7.703514099121094
24;281834;14.497964859008789
24;451729;14.488855361938477
24;156761;13.769705772399902
24;320100;13.363152503967285
24;345546;13.100651741027832
24;238510;12.818583488464355
24;164835;12.107616424560547
24;306077;11.968270301818848
24;15626;11.787918090820312
24;235188;11.719155311584473
25;420248;13.479074478149414
25;150286;13.354555130004883
25;10519;12.966364860534668
25;245817;12.114011764526367
25;100578;11.95510196685791
25;381308;11.64760971069336
25;307676;11.126806259155273
25;57632;10.886822700500488
25;47829;10.733668327331543
25;40784;10.710366249084473
26;88548;13.612205505371094
26;94651;13.554817199707031
26;314902;11.513442039489746
26;486604;11.175259590148926
26;488280;9.518086433410645
26;292416;9.497085571289062
26;275991;9.43365478515625
26;157697;9.259767532348633
26;334314;8.793967247009277
26;143811;8.589255332946777
27;437129;9.25528621673584
27;290689;9.0338134765625
27;287631;8.681537628173828
27;200193;8.591017723083496
27;8287;8.453083992004395
27;219169;8.368280410766602
27;193248;8.360589981079102
27;355134;8.335384368896484
27;36626;8.176928520202637
27;498510;8.121310234069824
28;199690;17.28278160095215
28;67638;17.015377044677734
28;292675;16.800676345825195
28;484493;16.71654510498047
28;328501;16.43256950378418
28;204911;16.36958885192871
28;412889;16.07729721069336
28;411212;15.424739837646484
28;266251;15.424585342407227
28;353780;15.34179401397705
29;134929;12.568403244018555
29;215162;11.545990943908691
29;448073;11.253833770751953
29;177542;11.253833770751953
29;174789;11.12641429901123
29;229075;10.512845993041992
29;108222;9.694711685180664
29;176132;9.508576393127441
29;83069;9.470327377319336
29;157207;9.397858619689941
30;471094;11.557144165039062
30;131235;11.322935104370117
30;398536;10.678807258605957
30;329742;10.600078582763672
30;343204;10.550970077514648
30;190429;10.47349739074707
30;456355;10.310710906982422
30;187886;10.027825355529785
30;454907;9.953889846801758
30;224425;9.895474433898926
31;323226;9.013858795166016
31;320692;8.414583206176758
31;418970;7.875511169433594
31;65801;7.859950065612793
31;108694;7.635401248931885
31;18403;7.624795436859131
31;161077;7.563112735748291
31;459798;7.502121925354004
31;4733;7.3566999435424805
31;138925;7.349092960357666
32;6336;15.635706901550293
32;123573;15.118417739868164
32;343798;14.518305778503418
32;323197;14.311884880065918
32;276378;13.66011905670166
32;389437;13.370569229125977
32;139660;13.243847846984863
32;17911;13.173690795898438
32;268166;13.161773681640625
32;66991;13.091998100280762
33;180557;10.875707626342773
33;252089;10.7673921585083
33;438234;10.542612075805664
33;98789;10.483963012695312
33;110010;10.359113693237305
33;199273;10.297285079956055
33;348784;10.256921768188477
33;367;9.523816108703613
33;441478;9.308454513549805
33;433703;9.297270774841309
34;97141;9.895960807800293
34;484337;9.442984580993652
34;238872;9.312307357788086
34;240685;9.070979118347168
34;118580;9.005053520202637
34;219789;8.516976356506348
34;395012;8.275693893432617
34;385505;8.246577262878418
34;46115;8.245641708374023
34;432953;7.965017795562744
35;484498;8.591217041015625
35;122496;7.4955644607543945
35;164296;7.303194999694824
35;388582;7.243283748626709
35;63958;7.094978332519531
35;402288;6.563862323760986
35;375569;6.403316020965576
35;277595;6.271052360534668
35;121514;6.2361369132995605
35;230944;6.202375411987305
36;394974;11.085648536682129
36;268490;9.028836250305176
36;367447;7.353951930999756
36;250789;6.8311448097229
36;210099;6.337349891662598
36;360706;6.098567008972168
36;130490;6.062679290771484
36;424466;5.843600749969482
36;68452;5.8130316734313965
36;387108;5.141085147857666
37;256130;11.196635246276855
37;38642;11.185490608215332
37;11073;11.063939094543457
37;395664;10.806282997131348
37;85904;10.521528244018555
37;315284;10.278520584106445
37;321799;10.013065338134766
37;499355;9.909127235412598
37;89540;9.86227798461914
37;499236;9.851216316223145
38;175314;9.391613006591797
38;257514;9.258978843688965
38;119495;8.845186233520508
38;29881;8.509178161621094
38;194850;8.339609146118164
38;172654;8.288653373718262
38;328011;8.288118362426758
38;310081;8.269046783447266
38;221593;8.237895965576172
38;276001;8.176528930664062
39;371634;7.537848949432373
39;363436;7.53652811050415
39;449141;7.532389163970947
39;175311;7.518490314483643
39;161205;7.404367446899414
39;348521;7.384625434875488
39;305347;7.251216888427734
39;293108;7.200671672821045
39;59036;7.175395965576172
39;394557;7.1454997062683105
40;321141;11.971033096313477
40;179271;9.574185371398926
40;198985;9.490400314331055
40;36685;9.219070434570312
40;299410;9.163039207458496
40;126143;8.9231538772583
40;407702;8.792296409606934
40;225458;8.689031600952148
40;199911;8.629695892333984
40;118647;8.59421157836914
41;15039;13.9323091506958
41;231053;11.897767066955566
41;324740;11.327845573425293
41;281526;10.438331604003906
41;405407;10.356680870056152
41;460589;10.260820388793945
41;229253;10.233960151672363
41;282384;10.200460433959961
41;4090;10.05038070678711
41;244652;9.976523399353027
42;247726;8.680639266967773
42;132139;8.659494400024414
42;225657;8.002568244934082
42;208993;7.867093086242676
42;381527;7.861226558685303
42;341037;7.727861404418945
42;394194;7.544183254241943
42;19644;7.5300116539001465
42;192717;7.509696006774902
42;421420;7.027182579040527
43;165246;12.478707313537598
43;171753;12.41990852355957
43;367586;11.780757904052734
43;6314;11.714704513549805
43;229206;11.34322452545166
43;255168;11.276368141174316
43;351331;11.211625099182129
43;299325;10.817874908447266
43;220717;10.776618957519531
43;83165;10.619592666625977
44;328455;7.045782566070557
44;176656;6.972464561462402
44;488364;6.8609795570373535
44;355811;6.81998348236084
44;156248;6.729851245880127
44;58551;6.720861434936523
44;303736;6.699615955352783
44;431730;6.688882350921631
44;395705;6.597261905670166
44;372908;6.490340232849121
45;83702;12.509217262268066
45;39299;12.422682762145996
45;131350;12.30621337890625
45;263855;12.236591339111328
45;23547;12.188074111938477
45;14995;11.969809532165527
45;15897;11.905277252197266
45;38743;11.857665061950684
45;482109;11.698922157287598
45;442678;11.59625244140625
46;149700;10.966902732849121
46;154061;10.858622550964355
46;371458;10.847826957702637
46;358576;10.835749626159668
46;204041;10.81059455871582
46;19189;10.732918739318848
46;178228;10.677528381347656
46;139404;10.634105682373047
46;53622;10.610799789428711
46;274882;10.56666088104248
47;38924;10.283391952514648
47;320327;10.117419242858887
47;478897;9.896282196044922
47;343370;9.785103797912598
47;193230;9.781192779541016
47;80146;9.526111602783203
47;3872;9.284893035888672
47;10185;9.15441608428955
47;73604;9.082456588745117
47;463751;9.03347396850586
48;236729;13.472158432006836
48;71786;13.17714786529541
48;144509;13.140588760375977
48;62861;12.573932647705078
48;383295;12.37157917022705
48;491144;12.285344123840332
48;365043;11.434861183166504
48;205444;11.402458190917969
48;333055;11.297717094421387
48;377852;11.06041431427002
49;131365;11.594640731811523
49;271948;11.07669734954834
49;111656;10.592535972595215
49;417341;10.57823371887207
49;185747;10.538894653320312
49;199361;10.493410110473633
49;371479;10.406475067138672
49;39108;10.394817352294922
49;164484;10.35639762878418
49;106731;10.350597381591797
50;338102;10.775530815124512
50;233609;10.717368125915527
50;249312;10.419620513916016
50;322985;9.953540802001953
50;235254;9.793627738952637
50;701;9.793627738952637
50;33889;9.766814231872559
50;288179;9.731493949890137
50;389755;9.654462814331055
50;497189;9.627795219421387
51;216059;7.97873067855835
51;357166;7.913468360900879
51;384781;7.852261066436768
51;80112;7.608319282531738
51;300595;7.2979207038879395
51;222414;7.233038902282715
51;304989;7.02086067199707
51;307150;6.277188301086426
51;269085;6.069957733154297
51;295430;5.746101379394531
52;114490;8.967948913574219
52;13858;8.936256408691406
52;450649;8.742100715637207
52;266966;8.669999122619629
52;454673;8.509157180786133
52;27153;8.475252151489258
52;427477;8.159932136535645
52;19554;8.117551803588867
52;438328;8.052906036376953
52;339367;8.03602123260498
53;194610;10.799567222595215
53;137293;10.10135555267334
53;112064;9.824201583862305
53;150776;9.600990295410156
53;185336;9.351170539855957
53;278211;9.282303810119629
53;368700;9.218564987182617
53;325931;9.215158462524414
53;207674;9.202140808105469
53;386928;9.182947158813477
54;299565;16.535018920898438
54;279030;15.906896591186523
54;49272;15.866774559020996
54;73020;15.615181922912598
54;318503;14.986494064331055
54;401785;14.820478439331055
54;68925;14.584726333618164
54;80295;14.488887786865234
54;437607;14.196297645568848
54;449097;14.188241004943848
55;316431;10.585776329040527
55;388462;10.328445434570312
55;175078;10.323304176330566
55;486080;10.282614707946777
55;1097;10.15487289428711
55;297581;10.125975608825684
55;289305;10.110441207885742
55;30429;10.0968017578125
55;498340;10.095160484313965
55;352623;10.077285766601562
56;376177;14.36406135559082
56;155274;13.101661682128906
56;121461;12.587234497070312
56;219463;12.272911071777344
56;216628;11.988580703735352
56;464047;11.88510799407959
56;306610;11.776881217956543
56;256588;11.717219352722168
56;316230;11.678216934204102
56;343825;11.454331398010254
57;454701;13.14314079284668
57;287255;12.555195808410645
57;15177;11.8414945602417
57;298359;11.659223556518555
57;24744;11.246683120727539
57;393967;10.996493339538574
57;234508;10.858480453491211
57;296235;10.85708999633789
57;20336;10.81773853302002
57;287751;10.747478485107422
59;459215;6.769664287567139
59;14277;6.240262508392334
59;359882;6.187691688537598
59;238131;6.183413505554199
59;439170;6.146663665771484
59;237038;6.118631839752197
59;493607;6.0982232093811035
59;241322;6.0965094566345215
59;304869;6.0785369873046875
59;83042;6.035347938537598
60;94184;10.129377365112305
60;135149;9.485300064086914
60;14106;9.400311470031738
60;125593;9.356226921081543
60;471708;8.59124755859375
60;299283;8.39511775970459
60;428845;8.224926948547363
60;215961;8.217364311218262
60;126912;8.205970764160156
60;3107;7.88914680480957
61;112372;11.784713745117188
61;19952;11.342759132385254
61;137328;11.208635330200195
61;122440;11.118571281433105
61;225492;11.118571281433105
61;304537;11.10784912109375
61;299461;11.10784912109375
61;447297;11.092432975769043
61;426025;10.951373100280762
61;10479;10.868518829345703
62;466737;10.63027572631836
62;381004;10.277300834655762
62;386021;10.202217102050781
62;83286;10.18917465209961
62;147005;9.545879364013672
62;29034;9.457915306091309
62;378657;9.440528869628906
62;78462;9.393940925598145
62;421084;9.35438346862793
62;236168;9.335859298706055
63;339897;8.370707511901855
63;38215;8.136950492858887
63;80382;8.071091651916504
63;485235;7.6210479736328125
63;291348;7.461684226989746
63;24052;7.014188766479492
63;159228;6.978431701660156
63;352032;6.752050399780273
63;324591;6.388173580169678
63;149269;6.3784685134887695
64;385068;12.392449378967285
64;206784;12.120180130004883
64;110673;11.712189674377441
64;105741;11.6951322555542
64;178105;10.787445068359375
64;139856;10.491586685180664
64;153941;10.375760078430176
64;11770;10.209464073181152
64;393211;10.169462203979492
64;414404;9.94241714477539
65;250377;8.010638236999512
65;402460;7.925957679748535
65;179638;7.846497058868408
65;303337;7.798763751983643
65;329229;7.710233211517334
65;426911;7.666378974914551
65;226480;7.618027687072754
65;206471;7.452217102050781
65;499029;7.4127631187438965
65;114846;7.215527057647705
66;285853;9.730080604553223
66;229986;9.038857460021973
66;30575;8.931925773620605
66;139793;8.549016952514648
66;27170;8.429091453552246
66;485028;8.217394828796387
66;340017;8.065709114074707
66;76909;7.986001014709473
66;381134;7.79472017288208
66;320619;7.55073356628418
67;447167;9.352806091308594
67;361283;9.215993881225586
67;254177;8.982267379760742
67;269782;8.897636413574219
67;351387;8.85168170928955
67;179659;8.84011459350586
67;360971;8.804045677185059
67;200178;8.743288040161133
67;20780;8.730499267578125
67;432172;8.638388633728027
68;379148;9.827651023864746
68;353217;9.575855255126953
68;281908;9.292556762695312
68;3152;9.140449523925781
68;395130;8.783574104309082
68;166403;8.67619514465332
68;478414;8.140388488769531
68;226126;7.810464382171631
68;471136;7.550377368927002
68;225456;7.168124675750732
69;13547;13.092073440551758
69;274100;10.140666007995605
69;223255;7.6575093269348145
69;114703;5.539290428161621
69;368131;5.4980363845825195
69;444191;5.480557918548584
69;157365;5.462979793548584
69;172415;5.4029364585876465
69;243811;5.384937286376953
69;302330;5.31593132019043
70;273929;9.301663398742676
70;355140;9.188581466674805
70;359721;9.02910327911377
70;28845;8.803272247314453
70;455175;8.717514038085938
70;358467;8.70973014831543
70;272897;8.65221118927002
70;17055;8.634203910827637
70;468873;8.579886436462402
70;102922;8.536149024963379
71;453546;12.418697357177734
71;380437;10.001269340515137
71;280834;9.311870574951172
71;386686;9.094265937805176
71;425411;8.973407745361328
71;151168;8.919496536254883
71;474656;8.315936088562012
71;477674;8.108464241027832
71;365535;8.08426284790039
71;54395;7.920360565185547
72;181180;12.60446834564209
72;339779;12.069708824157715
72;129360;11.80331039428711
72;240832;11.790892601013184
72;14531;11.529433250427246
72;308655;11.515543937683105
72;154946;11.17426586151123
72;409901;11.132132530212402
72;387404;11.091047286987305
72;475581;11.046977043151855
73;369905;11.033360481262207
73;492315;10.104294776916504
73;464656;9.200947761535645
73;391823;8.47668743133545
73;390853;8.44532299041748
73;470133;8.117159843444824
73;302891;8.066460609436035
73;349549;7.979928493499756
73;133948;7.9276909828186035
73;128352;7.826059341430664
74;321787;8.731378555297852
74;406437;8.691398620605469
74;214036;8.663885116577148
74;153043;8.057910919189453
74;497352;7.751190662384033
74;111097;7.750536918640137
74;264502;7.739487648010254
74;229999;7.710958957672119
74;45918;7.626724720001221
74;280799;7.612731456756592
75;18528;11.804099082946777
75;290443;11.454741477966309
75;474253;11.073392868041992
75;464230;10.950565338134766
75;436413;10.918437004089355
75;395193;10.716309547424316
75;470268;10.605353355407715
75;90918;10.556565284729004
75;462457;10.546483039855957
75;109610;10.417009353637695
76;292197;1.2772624492645264
76;15657;1.2652915716171265
76;353503;1.2577614784240723
76;259669;1.2527711391448975
76;208181;1.2523317337036133
76;28608;1.2514169216156006
76;61677;1.2490516901016235
76;377078;1.247169852256775
76;184293;1.2461047172546387
76;97590;1.2444016933441162
77;29164;7.578165531158447
77;310275;7.157325267791748
77;225366;7.127311706542969
77;248677;6.941978931427002
77;435332;6.924156188964844
77;416982;6.898976802825928
77;329677;6.857659816741943
77;96136;6.796127796173096
77;468010;6.652544021606445
77;199584;6.465924263000488
78;403727;3.695204973220825
78;316130;3.683699131011963
78;458365;3.646029472351074
78;19053;3.6437156200408936
78;430656;3.635260581970215
78;208273;3.6309449672698975
78;270011;3.6210477352142334
78;209909;3.6074960231781006
78;46952;3.605499029159546
78;303487;3.6022825241088867
79;256331;17.151248931884766
79;89739;17.03974151611328
79;19638;11.81699275970459
79;339704;10.644305229187012
79;416859;10.626416206359863
79;158312;10.521002769470215
79;205472;10.511253356933594
79;314917;10.489699363708496
79;179182;10.263484954833984
79;397014;10.220139503479004
80;334979;15.404548645019531
80;472808;14.616135597229004
80;349213;14.5298490524292
80;135403;14.387328147888184
80;435986;13.943203926086426
80;129621;13.611458778381348
80;347009;13.584083557128906
80;4931;13.508182525634766
80;227428;13.41820240020752
80;334928;13.218306541442871
81;459218;3.970447301864624
81;215845;3.9400038719177246
81;28986;3.9208734035491943
81;46095;3.9199628829956055
81;70913;3.914316415786743
81;389229;3.9094977378845215
81;138624;3.9007163047790527
81;324687;3.9002203941345215
81;130672;3.900202512741089
81;401586;3.8974545001983643
82;247970;10.815643310546875
82;323005;10.58784294128418
82;176354;10.371901512145996
82;446633;10.245598793029785
82;431058;10.0819730758667
82;458534;9.69227123260498
82;409551;9.651062965393066
82;409624;9.587652206420898
82;319857;9.54613208770752
82;49213;9.43463134765625
83;153341;6.754472255706787
83;260713;6.4646077156066895
83;443275;6.447811126708984
83;381056;6.429768085479736
83;334547;6.271269798278809
83;40469;6.069347381591797
83;309322;6.005507469177246
83;199033;6.000681400299072
83;265084;5.845047950744629
83;116260;5.813529968261719
84;74764;10.922502517700195
84;92040;10.606722831726074
84;139818;10.35367488861084
84;240274;8.993614196777344
84;195734;8.814111709594727
84;414479;8.7555513381958
84;303629;8.680892944335938
84;127311;8.551671028137207
84;80022;8.435056686401367
84;213865;8.416316032409668
85;300881;12.7259521484375
85;486393;12.428156852722168
85;32289;12.238285064697266
85;133394;11.612093925476074
85;141894;11.19144344329834
85;461503;11.13487720489502
85;200087;11.13487720489502
85;276183;11.13487720489502
85;69377;11.029361724853516
85;344809;10.943197250366211
86;463089;11.047072410583496
86;390721;10.903473854064941
86;153729;10.62277889251709
86;273061;9.432092666625977
86;16000;9.426820755004883
86;260765;9.426820755004883
86;264727;9.414266586303711
86;400229;9.364981651306152
86;346167;9.348706245422363
86;489959;9.316825866699219
87;106784;6.060525894165039
87;213558;5.759585857391357
87;198567;5.675783157348633
87;4147;5.602059364318848
87;130744;5.4531025886535645
87;289548;5.354650020599365
87;14893;5.338095664978027
87;130657;5.3325629234313965
87;240890;5.326271057128906
87;116450;5.184436321258545
88;434155;11.222705841064453
88;246706;11.026082992553711
88;241612;11.024835586547852
88;138572;10.8977632522583
88;91400;10.8113374710083
88;252188;10.622200012207031
88;220472;10.460986137390137
88;214182;10.112096786499023
88;208427;9.887795448303223
88;50967;9.848999977111816
89;77494;10.802230834960938
89;103017;10.462115287780762
89;486392;10.175671577453613
89;250857;9.781380653381348
89;295295;9.073811531066895
89;485059;8.955302238464355
89;198873;8.786442756652832
89;498922;8.708904266357422
89;73608;8.67329216003418
89;230787;8.647568702697754
90;338432;8.33415412902832
90;394652;8.058032035827637
90;127554;7.606998443603516
90;387263;7.195408344268799
90;401144;7.195408344268799
90;45279;6.936239719390869
90;125288;6.8737359046936035
90;313396;6.7560906410217285
90;430912;6.753239631652832
90;169851;6.7447590827941895
91;485156;10.49260139465332
91;289526;9.335938453674316
91;112105;8.641242980957031
91;318111;8.1248779296875
91;283512;7.566170692443848
91;221857;7.019725799560547
91;371485;6.751814365386963
91;131921;6.7049336433410645
91;382289;6.690569877624512
91;465771;6.672772407531738
92;460013;7.448533058166504
92;133533;7.278993606567383
92;210522;7.170291900634766
92;361575;7.119792938232422
92;180638;7.11769962310791
92;206080;7.039069175720215
92;150252;6.968763828277588
92;500016;6.953935146331787
92;141204;6.951741695404053
92;499878;6.911739349365234
93;78555;11.311845779418945
93;37679;11.176849365234375
93;29557;9.486150741577148
93;87724;9.452140808105469
93;239671;8.827794075012207
93;193716;8.471074104309082
93;109860;8.240370750427246
93;254289;7.855530261993408
93;154267;7.819519519805908
93;285071;7.69754695892334
94;315371;10.287357330322266
94;497960;8.750411987304688
94;442822;8.014937400817871
94;71071;7.473331451416016
94;171907;7.267677307128906
94;477584;6.972689628601074
94;242683;6.795685291290283
94;316045;6.691347599029541
94;79963;6.656671524047852
94;313496;6.416203022003174
95;104960;10.275632858276367
95;208885;10.234903335571289
95;85682;10.117725372314453
95;411921;10.081687927246094
95;279535;10.077280044555664
95;217013;10.038385391235352
95;28932;9.955361366271973
95;468263;9.910019874572754
95;40499;9.874361038208008
95;270663;9.857538223266602
96;82671;7.00537109375
96;261794;6.701346397399902
96;443699;6.427220344543457
96;139962;5.972151756286621
96;500547;5.856263160705566
96;235987;5.843658447265625
96;236544;5.703424453735352
96;317419;5.6301069259643555
96;46769;5.603269100189209
96;232751;5.530090808868408
97;23790;18.656858444213867
97;112233;17.12779426574707
97;367836;16.71055793762207
97;391037;16.676727294921875
97;14955;16.09955596923828
97;57034;16.09955596923828
97;115576;15.693178176879883
97;131038;15.558001518249512
97;361396;15.111599922180176
97;454325;14.817876815795898
98;376537;11.473093032836914
98;338440;11.281598091125488
98;222340;11.174209594726562
98;438041;11.09520149230957
98;185679;10.95288372039795
98;242038;10.921831130981445
98;408043;10.783775329589844
98;50668;10.454991340637207
98;423376;10.250778198242188
98;216511;10.137350082397461
99;186258;13.406691551208496
99;284702;12.23740005493164
99;115894;11.636606216430664
99;259041;11.379990577697754
99;313286;10.638347625732422
99;44501;10.126738548278809
99;352820;9.844792366027832
99;236021;9.568184852600098
99;66607;9.361600875854492
99;242993;8.939306259155273
100;482376;9.29736614227295
100;88537;9.231115341186523
100;85845;8.707079887390137
100;120215;8.593731880187988
100;362539;8.475265502929688
100;191610;8.434684753417969
100;486724;8.382733345031738
100;348689;8.008983612060547
100;292187;7.946471691131592
100;118968;7.835123538970947
101;477299;12.177236557006836
101;100749;11.95887279510498
101;354773;11.589617729187012
101;147529;11.535632133483887
101;133323;11.0421724319458
101;196413;10.9347505569458
101;212103;10.9347505569458
101;43761;10.651948928833008
101;324001;10.44621467590332
101;371592;10.433450698852539
102;362587;12.680298805236816
102;152941;11.939126968383789
102;325299;11.711624145507812
102;216437;11.05745792388916
102;139472;10.828415870666504
102;62232;10.71126937866211
102;174340;10.708539962768555
102;365;10.64083480834961
102;358383;10.576766014099121
102;354733;10.554468154907227
103;106929;8.974581718444824
103;407263;8.916180610656738
103;376889;8.741865158081055
103;86928;8.179811477661133
103;305125;8.101375579833984
103;70090;7.97491455078125
103;320477;7.973114967346191
103;24699;7.835707664489746
103;4142;7.727587699890137
103;219388;7.576475620269775
104;198477;5.845117568969727
104;474933;5.841824054718018
104;187404;5.747132301330566
104;494533;5.66131067276001
104;298018;5.638583183288574
104;161534;5.590132236480713
104;278497;5.560301303863525
104;281250;5.5189714431762695
104;90754;5.497631072998047
104;477139;5.487112045288086
105;291583;6.765292644500732
105;149893;6.404710292816162
105;308797;6.346700191497803
105;492374;6.3162641525268555
105;492645;6.275671482086182
105;18345;6.2719855308532715
105;68220;6.263875961303711
105;2380;6.115877151489258
105;284571;6.101033687591553
105;249980;6.04042387008667
106;237605;8.379842758178711
106;372678;8.006673812866211
106;258582;7.9414143562316895
106;264340;7.816803932189941
106;86862;7.753293991088867
106;76699;7.563950538635254
106;77114;7.496875286102295
106;117798;7.440133094787598
106;361474;7.3623504638671875
106;309760;7.337686061859131
107;455660;9.99202823638916
107;406031;9.681211471557617
107;341981;9.640846252441406
107;157418;9.629011154174805
107;402395;9.600448608398438
107;368961;9.536011695861816
107;130343;9.444375991821289
107;319364;9.405305862426758
107;17561;9.309638977050781
107;498378;9.283388137817383
108;290590;7.379782199859619
108;195204;7.317668914794922
108;246481;7.289233684539795
108;206019;7.222792148590088
108;206233;7.14360237121582
108;496597;7.121431827545166
108;441658;7.009191513061523
108;286830;6.825417518615723
108;63930;6.774250507354736
